time,filtered_QTcB,Concentration
2013-02-02T07:33:03.083,0.417028828,0.75
2013-02-02T07:33:03.983,0.417028828,
2013-02-02T07:33:06.683,0.417028828,
2013-02-02T07:33:07.578,0.417028828,
2013-02-02T07:33:08.467,0.417028828,
2013-02-02T07:33:09.350,0.417141306,
2013-02-02T07:33:10.239,0.417028828,
2013-02-02T07:33:11.139,0.417028828,
2013-02-02T07:33:12.033,0.417141306,
2013-02-02T07:33:15.539,0.418381088,
2013-02-02T07:33:16.361,0.418382763,
2013-02-02T07:33:17.178,0.418384437,
2013-02-02T07:33:18.011,0.41852818,
2013-02-02T07:33:21.117,0.418456309,
2013-02-02T07:33:21.889,0.418456309,
2013-02-02T07:33:22.733,0.418456309,
2013-02-02T07:33:23.444,0.418384437,
2013-02-02T07:33:27.128,0.41852818,
2013-02-02T07:33:29.761,0.41852818,
2013-02-02T07:33:30.356,0.41852818,
2013-02-02T07:33:30.944,0.41852818,
2013-02-02T07:33:33.517,0.41852818,
2013-02-02T07:33:34.856,0.418384437,
2013-02-02T07:33:35.550,0.418384437,
2013-02-02T07:33:36.294,0.418384437,
2013-02-02T07:33:36.928,0.418382763,
2013-02-02T07:33:37.667,0.418382763,
2013-02-02T07:33:44.739,0.41852818,
2013-02-02T07:33:45.356,0.41852818,
2013-02-02T07:33:47.972,0.41852818,
2013-02-02T07:33:52.928,0.418555043,
2013-02-02T07:33:53.633,0.418555043,
2013-02-02T07:33:56.350,0.418541611,
2013-02-02T07:33:57.039,0.418541611,
2013-02-02T07:33:57.739,0.418541611,
2013-02-02T07:33:58.456,0.418555043,
2013-02-02T07:33:59.111,0.418555043,
2013-02-02T07:34:04.039,0.418853908,
2013-02-02T07:34:04.650,0.418853908,
2013-02-02T07:34:05.356,0.418853908,
2013-02-02T07:34:06.072,0.418853908,
2013-02-02T07:34:06.800,0.418853908,
2013-02-02T07:34:07.517,0.418853908,
2013-02-02T07:34:08.306,0.418853908,
2013-02-02T07:34:08.917,0.418853908,
2013-02-02T07:34:11.650,0.418555043,
2013-02-02T07:34:12.344,0.418555043,
2013-02-02T07:34:13.022,0.418555043,
2013-02-02T07:34:13.750,0.418555043,
2013-02-02T07:34:14.383,0.418704476,
2013-02-02T07:34:15.067,0.418704476,
2013-02-02T07:34:15.750,0.418853908,
2013-02-02T07:34:16.389,0.418853908,
2013-02-02T07:34:17.150,0.418853908,
2013-02-02T07:34:17.733,0.418704476,
2013-02-02T07:34:20.372,0.418853908,
2013-02-02T07:34:21.022,0.418956043,
2013-02-02T07:34:21.694,0.419058177,
2013-02-02T07:34:26.239,0.420199069,
2013-02-02T07:34:26.928,0.420288396,
2013-02-02T07:34:27.572,0.420315031,
2013-02-02T07:34:28.344,0.420288396,
2013-02-02T07:34:28.922,0.420199069,
2013-02-02T07:34:29.639,0.420199069,
2013-02-02T07:34:30.328,0.420199069,
2013-02-02T07:34:31.050,0.420199069,
2013-02-02T07:34:31.728,0.420199069,
2013-02-02T07:34:32.439,0.420199069,
2013-02-02T07:34:33.056,0.420199069,
2013-02-02T07:34:35.744,0.419583959,
2013-02-02T07:34:36.361,0.420109741,
2013-02-02T07:34:37.528,0.420109741,
2013-02-02T07:34:38.183,0.420109741,
2013-02-02T07:34:38.822,0.420199069,
2013-02-02T07:34:39.433,0.420288396,
2013-02-02T07:34:40.072,0.420288396,
2013-02-02T07:34:40.728,0.420288396,
2013-02-02T07:34:41.383,0.420288396,
2013-02-02T07:34:42.056,0.420288396,
2013-02-02T07:34:42.722,0.420288396,
2013-02-02T07:34:43.394,0.420288396,
2013-02-02T07:34:46.189,0.420288396,
2013-02-02T07:34:46.878,0.420199069,
2013-02-02T07:34:47.583,0.420109741,
2013-02-02T07:34:48.272,0.420109741,
2013-02-02T07:34:49.056,0.420199069,
2013-02-02T07:34:49.694,0.420199069,
2013-02-02T07:34:50.394,0.420199069,
2013-02-02T07:34:51.106,0.420199069,
2013-02-02T07:34:51.822,0.420199069,
2013-02-02T07:34:52.567,0.420109741,
2013-02-02T07:34:53.350,0.420199069,
2013-02-02T07:34:54.817,0.420315031,
2013-02-02T07:34:55.572,0.420315031,
2013-02-02T07:34:56.339,0.420315031,
2013-02-02T07:34:57.044,0.420315031,
2013-02-02T07:34:57.789,0.420288396,
2013-02-02T07:34:58.556,0.420199069,
2013-02-02T07:34:59.339,0.420288396,
2013-02-02T07:35:00.078,0.420315031,
2013-02-02T07:35:00.894,0.420989344,
2013-02-02T07:35:01.633,0.420989344,
2013-02-02T07:35:02.428,0.421637021,
2013-02-02T07:35:03.172,0.421661975,
2013-02-02T07:35:03.944,0.421637021,
2013-02-02T07:35:04.767,0.421637021,
2013-02-02T07:35:05.522,0.421637021,
2013-02-02T07:35:06.289,0.421637021,
2013-02-02T07:35:07.072,0.421637021,
2013-02-02T07:35:07.861,0.421637021,
2013-02-02T07:35:08.622,0.421637021,
2013-02-02T07:35:09.361,0.420341666,
2013-02-02T07:35:10.161,0.420341666,
2013-02-02T07:35:10.861,0.420341666,
2013-02-02T07:35:11.667,0.420989344,
2013-02-02T07:35:12.400,0.421637021,
2013-02-02T07:35:13.156,0.421661975,
2013-02-02T07:35:13.894,0.421686928,
2013-02-02T07:35:14.667,0.421688538,
2013-02-02T07:35:15.422,0.421686928,
2013-02-02T07:35:16.189,0.421688538,
2013-02-02T07:35:16.956,0.421688538,
2013-02-02T07:35:17.728,0.421688538,
2013-02-02T07:35:18.506,0.421688538,
2013-02-02T07:35:19.278,0.421688538,
2013-02-02T07:35:20.072,0.421688538,
2013-02-02T07:35:20.861,0.421686928,
2013-02-02T07:35:21.656,0.421688538,
2013-02-02T07:35:22.400,0.421690148,
2013-02-02T07:35:23.183,0.421690148,
2013-02-02T07:35:23.933,0.421690148,
2013-02-02T07:35:24.661,0.421690148,
2013-02-02T07:35:25.400,0.421688538,
2013-02-02T07:35:26.117,0.421690148,
2013-02-02T07:35:26.839,0.421688538,
2013-02-02T07:35:27.578,0.421686928,
2013-02-02T07:35:30.472,0.421686928,
2013-02-02T07:35:31.206,0.421688538,
2013-02-02T07:35:31.917,0.421686928,
2013-02-02T07:35:32.633,0.421661975,
2013-02-02T07:35:33.433,0.421637021,
2013-02-02T07:35:34.033,0.421661975,
2013-02-02T07:35:35.383,0.421637021,
2013-02-02T07:35:36.089,0.420989344,
2013-02-02T07:35:36.867,0.421637021,
2013-02-02T07:35:37.550,0.421661975,
2013-02-02T07:35:38.144,0.421661975,
2013-02-02T07:35:38.806,0.421661975,
2013-02-02T07:35:39.544,0.421637021,
2013-02-02T07:35:40.139,0.421661975,
2013-02-02T07:35:43.983,0.421686928,
2013-02-02T07:35:44.633,0.421686928,
2013-02-02T07:35:45.289,0.421688538,
2013-02-02T07:35:45.906,0.421688538,
2013-02-02T07:35:48.506,0.421661975,
2013-02-02T07:35:49.178,0.421661975,
2013-02-02T07:35:50.561,0.421688538,
2013-02-02T07:35:51.256,0.421686928,
2013-02-02T07:35:51.989,0.421686928,
2013-02-02T07:35:52.706,0.421686928,
2013-02-02T07:35:53.467,0.421686928,
2013-02-02T07:35:54.217,0.421686928,
2013-02-02T07:35:54.978,0.421686928,
2013-02-02T07:35:55.778,0.421686928,
2013-02-02T07:35:56.483,0.421661975,
2013-02-02T07:35:57.239,0.421637021,
2013-02-02T07:35:58.000,0.420989344,
2013-02-02T07:35:58.733,0.421637021,
2013-02-02T07:35:59.428,0.421661975,
2013-02-02T07:36:00.228,0.421686928,
2013-02-02T07:36:00.822,0.421661975,
2013-02-02T07:36:03.656,0.421661975,
2013-02-02T07:36:04.372,0.421686928,
2013-02-02T07:36:05.167,0.421688538,
2013-02-02T07:36:05.944,0.421688538,
2013-02-02T07:36:06.678,0.421688538,
2013-02-02T07:36:07.467,0.421690148,
2013-02-02T07:36:08.261,0.421688538,
2013-02-02T07:36:09.072,0.421773357,
2013-02-02T07:36:09.889,0.421690148,
2013-02-02T07:36:10.694,0.421688538,
2013-02-02T07:36:11.450,0.421690148,
2013-02-02T07:36:12.211,0.421688538,
2013-02-02T07:36:12.972,0.421690148,
2013-02-02T07:36:13.694,0.421688538,
2013-02-02T07:36:14.456,0.421690148,
2013-02-02T07:36:19.278,0.421688538,
2013-02-02T07:36:19.978,0.421688538,
2013-02-02T07:36:21.367,0.421773357,
2013-02-02T07:36:22.061,0.421856567,
2013-02-02T07:36:22.744,0.422002211,
2013-02-02T07:36:23.450,0.422002211,
2013-02-02T07:36:26.844,0.422147856,
2013-02-02T07:36:27.639,0.422147856,
2013-02-02T07:36:28.261,0.422147856,
2013-02-02T07:36:28.989,0.421856567,
2013-02-02T07:36:29.717,0.422002211,
2013-02-02T07:36:30.461,0.421856567,
2013-02-02T07:36:31.194,0.421856567,
2013-02-02T07:36:32.000,0.421773357,
2013-02-02T07:36:37.256,0.422147856,
2013-02-02T07:36:37.894,0.422147856,
2013-02-02T07:36:38.550,0.422774361,
2013-02-02T07:36:39.183,0.423400865,
2013-02-02T07:36:41.828,0.423400865,
2013-02-02T07:36:44.722,0.422147856,
2013-02-02T07:36:45.478,0.422774361,
2013-02-02T07:36:46.250,0.422147856,
2013-02-02T07:36:47.022,0.422774361,
2013-02-02T07:36:47.850,0.422774361,
2013-02-02T07:36:48.583,0.422774361,
2013-02-02T07:36:49.317,0.423400865,
2013-02-02T07:36:50.056,0.423400865,
2013-02-02T07:36:50.789,0.423400865,
2013-02-02T07:36:51.472,0.423400865,
2013-02-02T07:36:52.239,0.423400865,
2013-02-02T07:36:52.906,0.423400865,
2013-02-02T07:36:53.611,0.423625365,
2013-02-02T07:36:54.178,0.423513115,
2013-02-02T07:36:54.822,0.423625365,
2013-02-02T07:36:55.472,0.423513115,
2013-02-02T07:36:56.156,0.423625365,
2013-02-02T07:36:57.522,0.423400865,
2013-02-02T07:37:00.167,0.423400865,
2013-02-02T07:37:04.994,0.423400865,
2013-02-02T07:37:05.689,0.423400865,
